index,title,abstract 
92,DISASTER MANAGEMENT SYSTEM MENGGUNAKAN ALGORITMA GENETIKA BERBASIS ANDROID,"Penyusunan dan pembuatan aplikasi Disaster Management untuk Tsunami khususnya di kabupaten Lumajang dibuat untuk membantu tim penyelamat dalam proses evakuasi bencana tsunami. Dalam aplikasi yang telah dirancang tersebut, pengguna (SAR) dapat mengetahui informasi-informasi penting tentang kota Lumajang, khususnya tata letak posko-posko bencana alam yang ada dan juga dapat memberikan masukan berupa posisi SAR saat ini sehingga aplikasi dapat membentuk rute yang dapat dilewati oleh tim SAR. Tujuan dari Tugas Akhir ini adalah untuk membatu dalam memenuhi kebutuhan tim SAR dalam hal informasi rute dan tata letak posko yang ada di kota Lumajang. Agar tujuan ini berhasil dan sesuai dengan yang di inginkan maka aplikasi yang dibuat di bandingkan dengan aplikasi yang telah banyak orang kenal (Google Map). Google Map digunakan sebagai pembanding antara hasil rute yang dibentuk oleh aplikasi, dengan hasil rute yang dibentuk oleh Google Map. Dari proses pembandingan, didapatkan hasil rute yang hampir sama antara aplikasi yang dibuat dengan Google Map, akan tetapi didapatkan nilai jarak yang berbeda. Hal ini dikarenakan sistem yang dibuat menggunakan Algoritma Genetika sebagai penentu rute dan untuk perhitungan jarak menggunakan Haversine. Sedangkan Google Map menggunakan algoritma-nya sendiri dalam proses perhitungan jaraknya. Hasil dari jarak yang didapatkan oleh aplikasi, jarak tempuh dari Posko Kunir ke RSUD Lumajang berjarak 10.81 km. Sedangkan oleh Google Map didapatkan jarak sebesar 15.4 km.
"
93,"Pencocokan Obyek Wajah Menggunakan metode SIFT
(Scale Invariant Feature Transform)","Pengenalan obyek merupakan penelitian yang menggabungkan konsep citra digital, pengenalan pola, matematika, dan statistik. Pengenalan obyek berarti memberikan klasifikasi terhadap obyek, benda atau bentuk tertentu yang terdapat pada suatu citra digital. Pengenalan obyek umumnya terdiri dari deteksi dan pengenalan. Pada deteksi, komputer mencari dan mengidentifikasi komponen-komponen penting pada suatu citra digital untuk mengetahui ada atau tidaknya obyek yang ingin dikenali pada citra tersebut. Identifikasi wajah adalah salah satu tahap praproses yang sangat penting di dalam sistem pengenalan wajah yang digunakan untuk sistem biometric sebagai proses identifikasi autentik seseorang berdasarkan ciri-ciri yang sesuai dengan citra wajah. Namun dalam penerapan fungsi citra tersebut dibutuhkan keakuratan. Untuk itu diperlukan aplikasi pencocokan obyek wajah guna memberikan informasi identifikasi wajah sebagai bukti autentik seseorang. Aplikasi pencocokan wajah ini menggunakan metode Scale Invariant Feature Transform (SIFT) untuk pendeteksian keypoint. Jumlah keypoint dapat berubah berdasarkan nilai threshold yang ditentukan. Nilai threshold 0,1 pada beberapa citra masukan jumlah keypoint yang berkesesuaian bernilai 0, sehingga tidak dapat dilakukan proses pencocokan obyek wajah. Pada nilai threshold 0,8 jumlah keypoint yang berkesesuaian bernilai sedang dan dapat menunjukan hasil yang diperlihatkan pada result matching. Sedangkan pada nilai threshold 0,9 jumlah keypoint yang berkesesuaian semakin banyak ditemukan, hal ini dapat diproses pada registrasi keypoint dan dapat ditunjukan pada result matching.

Kata kunci: Object Recognition, keypoint, SIFT, result matching
"
94,IDENTIFIKASI MODEL GAYA BELAJAR FELDER SILVERMAN BERDASARKAN KARAKTERISTIK BROWSING SISWA DENGAN METODE NAÏVE BAYES CLASSIFIER,"E-Learning merupakan usaha untuk membuat sebuah transformasi proses belajar mengajar di sekolah dalam bentuk digital yang dijembatani oleh teknologi internet. Sudah banyak pembelajaran saat ini yang telah didukung oleh e-learning. Namun, dalam  proses pembelajaran, setiap peserta didik  mempunyai gaya belajar yang berbeda satu sama lain. Gaya pembelajaran yang berbeda tersebut dapat dikelompokkan dengan cara menggunakan tool kuisioner dan secara otomatis. Penelitian ini akan  membahas bagaimana menganalisis gaya belajar peserta didik dan mengelompokkannya dengan  menggunakan  tool  kuisioner serta mengklasifikasi gaya belajar peserta didik menggunkan naïve bayes classifier. Dimensi untuk model gaya belajar yang digunakan adalah Felder Silvermen Learning Style Model (FSLSM).Dengan penelitian ini diharapkan agar dapat mengatasi permasalahan keragaman gaya belajar peserta didik sehingga dapat meningkatkan efektivitas pembelajaran e-learning.
"
95,Pengenalan Ekspresi Wajah Menggunakan Local Binary Pattern Dan Gray Level Co-occurrence Matrix.,"Pengenalan wajah sudah berkembang sehingga perkembangan penelitian menjadi lebih canggih untuk membuat aplikasi untuk pengenalan yang dikembangkan dari wajah. Dengan hal yang seperti ini pengenalan, bukan hanya pengenalan wajah namum lebih mengedepankan pengenalan dari bagian wajah misal ekspresi wajah. Wajah merupakan bagian tubuh yang sangat unik yang mampu membuat ekspresi yang bermacam – macam. Meskipun nama filenya telah dirubah, namun tidaklah membuat citra yang ingin dicari kemiripan menjadi rancu karena hal ini tidak didasarkan atas nama dari sebuah file melainkan berdasarkan ciri baik bentuk, warna maupun tekstur. Sistem dibangun dengan proses utamanya yaitu deksriptor tekstur dengan menggunakan metode Local Binary Pattern (LBP) dan ekstraksi fitur tekstur dengan menggunakan Gray Level Co-occurrence Matrix (GLCM). Kemudian hasil dari ekstraksi fitur akan dilakukan pengukuran kemiripan dengan menggunakan metode Euclidean Distance (ED) sehingga ekspresi akan dikenali. Citra training dan citra testing yang dipergunakan sebanyak 203 citra dengan tujuh kelas citra didalamnya. Dari uji coba aplikasi pengenalan ekspresi wajah menggunakan pengukuran kemiripan Euclidean Distance diperoleh akurasi sebesar  45,8 % pada 70 training dan 133 testing serta akurasi tertinggi 81,6 % pada data 154 trainig dan data 49 testing menggunakan citra JAFFE Database dengan ekspresi  marah, jijik, takut, bahagia, netral, sedih dan terkejut sebagai objek ekspresi citra."
96,PEMANFAATAN MADM ( MULTIPLE ATTRIBUTE DECISSION MAKING ) PADA PEMILIHAN MAHASISWA BERPRESTASI MENGGUNAKAN ALGORITMA DIA (THE DISTANCE TO THE IDEAL ALTERNATIVE),"Proses pemilihan mahasiswa berprestasi melibatkan banyak atribut/kriteria (multikriteria) dan pengambil keputusan yakni para dewan juri dari tiap kriteria, dalam proses pemilihan manual rentan akan dimanfaatkan oleh pihak yang berkepentingan sehingga dibutuhkan sebuah sistem yang dapat memudahkan para pengguna baik user maupun pemegang keputusan. Untuk memenuhi sistem penilaian tersebut dibutuhkan suatu motode yang memiliki kemampuan multikriteria yaitu MADM (Multiple Attribute Decission Making). Algoritma DIA pada prinsipnya menganut pada metode TOPSIS perbedaanya terletak pada penentuan jarak yang menggunakan manhattan distance, penentuan Positif Ideal Alternatif (PIA) yang memiliki minimal Dj+ , dan maksimal Dj- serta formula dalam urutan nilai pada Ri sebagai penentu perangkingan alternatif. Hasil dari penelitian ini adalah sistem pendukung keputusan yang dibangun dengan metode MADM menggunakan Algoritma DIA dalam menentukan urutan alternatif pemilihan mahasiswa berprestasi yang tepat dari beberapa alternatif dan kriteria. Dari hasil uji coba didapatkan nilai ketepatan 0 yang didapatkan oleh mahasiswa. Hasil uji coba perbandingan antara perhitungan manual dengan perhitungan menggunakan Algoritma DIA adalah berbanding terbalik, jika pada perhitungan manual mahasiswa terpilih adalah yang memiliki nilai maksimum maka pada Algoritma DIA mahasiswa terpilih adalah yang memiliki nilai 0 dalam arti lain nilai minimum diantara peserta lainnya."
97,SISTEM PENGENALAN POLA SUARA UNTUK HURUF ALFABET DENGAN MENGGUNAKAN CROSS CORRELATION DAN FAST FOURIER TRANSFORM,"Pengenalan suara merupakan gagasan teknologi yang bertujuan sehingga komputer bisa mengenali suara manusia. Pengenalan suara untuk huruf alfabet merupakan pengucapan suara yang berasal dari suara manusia dan diproses melalui komputer. Dalam penelitian ini menggunakan metode Cross Correlation yang berfungsi untuk menentukan tingkat hubungan kedekatan antara dua buah sinyal yang berbeda. Cara kerja metode Cross Correlation adalah membandingkan kedua sinyal suara untuk menghasilkan beberapa nilai maksimum dan dari beberapa nilai maksimum diperoleh nilai maksimum terbesar yang dikenali sebagai data sinyal suara ketiga. Metode ini digunakan karena proses perhitungannya mudah untuk dipahami. Sedangkan untuk proses ekstraksi fitur suara menggunakan metode Fast Fourier Transform yang berfungsi untuk mentransformasi sinyal frekuensi. Hasil uji coba dengan menggunakan Cross Correlation menunjukkan bahwa sistem ini kurang efisien apabila menggunakan banyak orang yang dijadikan sampel data suara, hal ini terbukti karena pada pengujian skenario lima setelah data dinormalisasi mendapatkan akurasi 38% dengan sampel data lima orang dua kali pengucapan dan akurasi 89% dengan sampel data satu orang lima kali pengucapan. Sedangkan untuk hasil uji coba menggunakan Fast Fourier Transform didapatkan akurasi 65% pada skenario dua dengan sampel data dua orang lima kali pengucapan dan akurasi 6% pada skenario tiga dengan sampel data tiga orang tiga kali pengucapan. "
98,KLASIFIKASI DATA MEDIS DENGAN MENGGUNAKAN ALGORITMA CART,"Konsep pohon merupakan salah satu konsep teori graf yang paling penting. Pemanfaatan pohon dalam kehidupan sehari-hari adalah untuk menggambarkan hierarki dan pemodelan persoalan, contohnya algoritma pohon keputusan  CART. Pohon keputusan adalah model prediksi menggunakan struktur pohon atau struktur berhirarki. Pohon keputusan merupakan salah satu metode klasifikasi yang paling populer karena mudah untuk dipahami. CART merupakan algoritma pohon keputusan yang sering digunakan untuk membuat suatu pohon keputusan karena memiliki tingkat akurasi yang tinggi dalam menentukan keputusan. Pada penelitian ini dibangun aplikasi untuk mengklasifikasi data medis. Aplikasi data medis ini menggunakan algoritma CART yang merupakan algoritma pohon keputusan yang sering digunakan karena memiliki tingkat akurasi yang tinggi dalam menentukan keputusan. Dari hasil ujicoba pengukuran kinerja algoritma menggunkanan 2 skenario yang telah dilakukan, dapat disimpulkan bahwa pada skenario 1 Breast Cancer merupakan ujicoba paling efektif karena akurasi yang dihasilkan sama-sama mencapai 92% pada algoritma CART 150:50 dan 100:100 sebesar 92%. Sedangkan algoritma CART memiliki kinerja (precision, recall, dan  accuracy) yang lebih tinggi. dibandingkan algoritma CART Diabetes. Ini terlihat dari nilai akurasi CART 150:50 sebesar 70% sedangkan untuk CART Diabetes 100:100 sebesar  68%.

Kata kunci : Pohon Keputusan, CART, Klasifikasi Data Medis, Breast Canser, Diabetes.

"
99,"EKSTRAKSI FITUR BERBASIS TWO DIMENSIONAL PRINCIPAL COMPONENT ANALYSIS (2DPCA) PADA SISTEM PENGENALAN WAJAH
FEATURE EXTRACTION BASED ON TWO DIMENSIONAL PRINCIPAL COMPONENT ANALYSIS (2DPCA) FOR FACE RE","Pengenalan wajah merupakan salah satu teknologi biometric yang telah banyak dikembangkan oleh peneliti dibidang Computer Vision. Hasil penelitian dibidang ini juga sudah banyak digunakan dalam sistem keamanan seperti lingkungan intelijen dalam kepolisian serta dalam sistem keamanan ataupun verifikasi di berbagai perusahaan-perusahaan besar di Negara maju khususnya. Riset Tugas Akhir face recognition ini menggunakan citra ORL dan citra buatan. Dimana jumlah citra untuk ORL sebanyak 400 citra yang terdiri dari 40 kelas dan 10 pose, masing-masing citra mempunyai dimensi 112 x 92 piksel. Sedangkan, untuk citra buatan sebanyak 150 citra yang terdiri dari 15 kelas dan 10 pose, masing-masing citra mempunyai dimensi 180 x 150 piksel. Di skenario uji coba sistem ini terdapat 2 skenario pada masing-masing database uji coba, yaitu skenario 1 (7 pose citra training dan 3 pose citra testing) dan untuk skenario 2 (5 pose citra training dan 5 pose citra testing). Dalam proses uji coba, sistem ini membandingkan hasil akurasi antara penggunaan Histogram Equalization, Local Binary Pattern (LBP) dan tanpa proses Preprocessing, serta membandingkan hasil akurasi penggunaan jumlah fitur dalam proses klasifikasinya. Dalam proses klasifikasi menggunakan metode Canberra Distance dan Manhattan Distance dengan pendekatan penampilan (Appearance based). Hasil uji coba yang diperoleh membuktikan akurasi tertinggi terdapat pada citra ORL skenario 1 dengan histogram equalization yaitu 96,67%, sedangkan hasil terburuk pada citra ORL skenario 2 dengan LBP yaitu 33%."
100,Implementasi Game Edukasi untuk Media Pembelajaran Matematika Berbasis HTML5 pada Web Browser,"Game adalah kata dari  Bahasa Inggris yang berarti permainan atau pertandingan. Game bisa diartikan sebagai aktivitas terstruktur atau semi struktur, yang biasanya dilakukan untuk bersenang-senang dan kadang digunakan sebagai alat pembelajaran. Game sebenarnya penting untuk perkembangan otak, untuk meningkatkan konsentrasi dan melatih untuk memecahkan masalah dengan tepat dan cepat karena dalam  game terdapat berbagai konflik atau masalah yang menuntut kita untuk menyelesaikannya dengan cepat dan tepat. Game sebagai media pembelajaran adalah suatu permainan yang dapat menghibur dan mengandung unsur-unsur pendidikan, yang bertujuan untuk bisa menjadi alat pembelajaran. 
Tugas Akhir ini bertujuan untuk mengimplementasikan HTML5 dalam pembuatan game edukasi pembelajaran matematika tentang operasi aritmatika yang diimplementasikan pada web browser. Penggunaan HTML5 diterapkan karena teknologi ini menunjang dalam pengembangan web game. Dalam pengimplementasian HTML5 penulis menggunakan game engine Construct 2. Hasil dari game engine Construct 2 adalah  game dengan format html yang dapat dimainkan di browser sesuai tujuan tugas akhir ini. Sasaran pengguna game ini adalah anak-anak usia 7 sampai dengan 13 tahun.
Dari uji coba aplikasi game ini, diperoleh hasil yang menunjukkan bahwa aplikasi tidak dapat berjalan pada semua web browser. Aplikasi ini hanya dapat berjalan pada browser yang mendukung HTML5. Mayoritas anak-anak menyukai metode pembelajaran dengan bermain game seperti ini, namun hal ini belum bisa membuat anak sepenuhnya suka akan pelajaran matematika. 
"
101,SEGMENTASI DAN PENGENALAN OBYEK KARAKTER BERBASIS 2-D CORRELATION COEFFICIENT PADA PLAT NOMOR KENDARAAN ,"Sistem pengenalan karakter plat nomor kendaraan saat ini sudah banyak diciptakan dengan berbagai metode oleh peneliti-peneliti sebelumnya. Dalam penelitian ini dilakukan pengenalan obyek karakter plat nomor kendaraan dengan metode 2d-Correlation Coefficient. Metode ini membutuhkan data training terdiri dari citra angka 0-9 dan huruf a-z dengan ukuran dimensi 42x24. Ada empat tahap yang dilakukan, pertama pre-processing, yaitu menghilangkan noise dengan menggunakan metode Median Filter dan Adaptive Wiener Filter. Kedua, segmentasi  karakter berdasarkan topologi citra. Ketiga, resizing supaya ukuran dimensi masing-masing citra karakter sama dengan ukuran citra karakter pada data training. Keempat, pengenalan karakter yaitu pengukuran similarity menggunakan metode 2-d Correlation Coefficient. Eksperimen dilakukan terhadap 50 citra plat nomor. Dari hasil eksperimen dengan filtering median filter diperoleh akurasi sebesar 82.00 %. Dan hasil eksperimen dengan filtering Adaptive Wiener Filter diperoleh akurasi sebesar 84.79 %.  "
102,PENGELOMPOKAN KECAMATAN BERDASARKAN INDIKATOR PEMERATAAN PENDIDIKAN MENGGUNAKAN PARTITION AROUND MEDOIDS (PAM),"Pemerataan pendidikan di Indonesia telah menjadi perhatian pemerintah sejak lama. Namun hingga saat ini, pendidikan di Indonesia masih belum merata. Hal tersebut dapat dilihat dari rendahnya nilai APK dan APM di daerah-daerah tertentu serta belum meratanya sarana dan prasarana pendidikan di seluruh daerah. Pemerintah membutuhkan informasi mengenai kondisi pemerataan pendidikan untuk menghasilkan kebijakan yang tepat. Salah satu cara untuk memperoleh informasi tersebut adalah dengan cara mengelompokkan kecamatan berdasarakan indikator pemerataan pendidikan. Pengelompokan (clustering) adalah metode data mining yang membagi data kedalam kelompok-kelompok yang mempunyai objek yang karakteristiknya sama. Penelitian ini menggunakan metode clustering Partition Around  Medoids (PAM) dengan 3 distance measure: Manhattan, Euclidean dan Canberra distance. Untuk mengukur kualitas hasil clustering, digunakan nilai Adjusted Rand Index (ARI). Semakin besar nilai ARI, semakin baik kualitas cluster. Dari 3 kali ujicoba diperoleh rata-rata nilai ARI untuk Euclidean distance sebesar 0.799, Manhattan distance dengan rata-rata sebesar 0.738 dan Canberra distance sebesar 0.163. Sedangkan pengelompokan terbaik diperoleh saat ujicoba 1 menggunakan Euclidean distance dengan nilai ARI sebesar 0.825 dan kecocokan dengan label asli sebesar 83.33 %. Dari pengelompokan terbaik menghasilkan kelompok pemerataan tinggi terdiri dari 11 kecamatan, kelompok pemerataan sedang  terdiri dari 15 kecamatan dan kelompok pemerataan rendah terdiri dari 46 kecamatan.

Kata kunci:indikator pemerataan pendidikan, clustering, PAM, distance measure
"
103,"PENGELOMPOKAN LAHAN MENGGUNAKAN 
METODE HYBRID K-MEANS CLUSTERING 
DENGAN DAVIES BOULDIN INDEX (DBI)
","Meningkatnya jumlah penduduk menyebabkan kepentingan dan ketergantungan manusia pada lahan pertanian semakin meningkat. Namun, dibeberapa daerah terdapat lahan yang belum terkelompok berdasarkan kriteria lahan pertanian. Oleh karena itu, diperlukan pengelompokan lahan berdasarkan kriteria lahan pertanian. Pengolahan data dengan  pengelompokan (clustering) data yang umum digunakan adalah K-Means clustering, yang termasuk metode partition clustering, yakni mempartisi data kedalam bentuk satu atau lebih kelompok. Untuk memvalidasi data setelah proses clustering digunakan Davies Bouldin Index (DBI) untuk meningkatkan akurasi validasi hasil analisis data. Pada penelitian ini, pengelompokan lahan tanaman pangan pada skenario yang dijadikan tiga cluster dengan 10, 20 dan 30 iterasi diperoleh di iterasi ke-10 kecocokan dengan label asli sebesar 73.61 % pada 72 data lahan tanaman padi. Pada data tanaman jagung kecocokan dengan label asli sebesar 72.22 %  di iterasi ke-30, data tanaman kacang hijau dengan SSE terkecil = 0 di ke-30 dengan prosentase kecocokan 72,22 %, data tanaman kacang tanah dengan SSE terkecil = 0  di iterasi ke-10 kecocokan dengan label asli sebesar 77.78 %, data tanaman ubi kayu dengan SSE terkecil = 0  pada iterasi ke-20 dengan prosentase 63,89 %.   Nilai terkecil pada pemvalidasian cluster dengan DBI menggunakan tiga sampai sebelas cluster pada 72 data lahan untuk tanaman padi berada pada cluster ke-6, tanaman jagung berada pada cluster ke-9, tanaman kacang hijau berada pada cluster ke-11, tanaman kacang tanah berada pada cluster ke-11, dan tanaman ubi kayu berada pada cluster ke-9. Hasilnya cukup akurat karena ada tiga kelompok yang terbentuk.

Kata kunci:  K-Means, Davies Bouldin Index, Lahan, Clustering
"
104,IDENTIFIKASI UNTUK PENENTUAN TINGKAT KESESUAIAN LAHAN TERHADAP PADI SAWAH MENGGUNAKAN METODE LEARNING VECTOR QUANTIZATION DENGAN VISUALISASI GOOGLE MAPS API,"Padi Sawah merupakan salah satu tanaman pangan yang memiliki tingkat produksi paling tinggi di Kabupaten Lumajang dibandingkan dengan tanaman pangan lainnya seperti Jagung dan Ubi Kayu . Penentuan tingkat kesesuaian lahan untuk penanaman  Padi Sawah sangat perlu untuk dilakukan agar nantinya dapat memberikan informasi kepada para petani dan perencana pengguna lahan  dalam menentukan tindakan selanjutnya untuk dapat tetap meningkatkan produksinya. Dalam penelitian ini menggunakan Jaringan Syaraf Tiruan (JST) dengan metode Learning Vector Quantization  untuk mengklasifikasikan karakteristik-karakteristik lahan kedalam kelas kesesuaian lahannya terhadap Padi Sawah. Karakteristik Lahan yang digunakan adalah 13 dan akan diklasifikasikan kedalam Empat kelas yaitu S1, S2, S3 dan N. Berdasarkan hasil ujicoba yang telah dilakukan dengan menggunakan 50% data Training,Learning Rate 0.08, MaxEpoch 100 dan Error minimum yang diharapkan adalah 0, metode Learning Vector Quantization mampu memberikan tingkat akurasi sebesar 71% dalam  menentukan tingkat kesesuaian lahan untuk Padi Sawah. Hasil ujicoba tersebut selanjutnya divisualisasikan menggunakan Google Maps API.

Kata Kunci: Jaringan Syaraf Tiruan (JST), Learning Vector Quantization (LVQ), Kesesuaian Lahan, Sistem Informasi Geografis(SIG),Google Maps API.
"
105,PREDIKSI KETEPATAN KELULUSAN MAHASISWA MENGGUNAKAN ALGORITMA C5.0,"Selama ini prediksi ketepatan kelulusan mahasiswa belum pernah dilakukan di jurusan Teknik Informatika, Universitas Trunojoyo, Madura. Prediksi ketepatan kelulusan mahasiswa perlu dilakukan untuk mengetahui ketepatan kelulusan seorang mahasiswa. Mahasiswa dinyatakan lulus tepat waktu apabila menempuh jenjang pendidikan strata 1 selama 8 semester atau 4 tahun. Salah satu teknik data mining yang dapat digunakan untuk melakukan prediksi adalah dengan menggunakan metode decision tree. Metode ini akan menghasilkan pohon dan rule keputusan yang nantinya akan dijadikan sebagai acuan dalam proses prediksi. Sistem prediksi ini menggunakan algoritma C5.0 yang merupakan salah satu metode decision tree. Data mahasiswa yang terdiri dari 37 atribut dan 1 kelas, dihitung menggunakan rumus information gain untuk menghasilkan pohon dan rule keputusan. Dari uji coba yang telah dilakukan, terbentuk pohon keputusan yang berbeda-beda. Perbedaan ini disebabkan oleh jumlah data training yang digunakan pada setiap partisi data jumlahnya berbeda. Pohon keputusan partisi A menggunakan teknik postpruning dengan jumlah data training lebih besar daripada data testing mempunyai nilai akurasi tertinggi sebesar 90.32 %, sehingga pohon keputusan ini dipilih sebagai acuan dalam proses prediksi. Kata kunci : Decision tree, rule, algoritma C5.0, information gain, postpruning"
106,PENGELOMPOKAN KECAMATAN DI PULAU MADURABERDASARKANINDIKATOR PEMERATAAN PENDIDIKAN MENGGUNAKAN METODE K-MEANS CLUSTERING BERBASIS SMARTER (SIMPLE MULTY ATTRIBUTE RATING TECHNIQUE EXPLOITING RANKS METHO,"Pemerintah daerah Kabupaten/Kota selaku pengelola pendidikan dasar, memerlukan informasi mengenai kondisi pendidikan di wilayahnya untuk membuat perencanaan dan kebijakan yang sesuai mengenai perluasan dan pemerataan pendidikan. Untuk mengetahui informasi pemerataan pendidikan diperlukan pengelompokan kecamatan berdasarkan indikator pemerataan pendidikan. Pengelompokan (clustering) merupakan salah satu metode data mining membagi data ke dalam kelompok – kelompok yang mempunyai objek yang karakteristiknya sama. Metode clustering yang umum digunakan adalah k-means clustering. Pada penelitian ini, akan mengelompokkan kecamatan yang ada di Pulau Madura menjadi 3 kelompok dengan 18 variabel indikator pemerataan menggunakan metode k-means clustering berbasis smarter. Smarter dikenal sebagai metode yang menghasilkan bobot bagus karena sebelumnya dilakukan perangkingan. Pada uji coba yang telah dilakukan menggunakan iterasi 10, 50 dan 100, kinerja k-means berbasis smarter jauh lebih baik dibandingkan dengan k-means biasa. Metode k-means berbasis smarter memiliki nilai SSE (error) terkecil yaitu 658.61yang terletak pada cluster 3 di 50 iterasi. Hal ini menunjukkan semakin kecil nilai SSEnya berarti semakin baik suatu metode.

Kata kunci:indikator pemerataan pendidikan, clustering, k-means, smarter.
"
107,RANCANG BANGUN SISTEM PEMBELAJARAN BAHASA MADURA MENGGUNAKAN PERSONALIZED SYSTEM,"Bahasa Madura merupakan bahasa lokal tradisional warisan nenek moyang asli warga Indonesia. Pelestarian bahasa ini tentunya harus dilakukan dalam kontek akademik yang sistematis agar bisa dipelajari dengan baik oleh siswa sekolah dasar sebagai pondasi dasar untuk memperkenalkan bahasa Madura. Seiring perkembangan jaman tentunya perlu sarana pendukung pendidikan yang bisa menyesuaikan dengan jaman yang semakin modern, dengan pembelajaran yang aktif tidak hanya terpaku kepada kelas yang monotone. Aplikasi E-Lerning bahasa Madura sangatlah tepat untuk mendukung pembelajaran bahasa Madura di sekolah dengan baik, dengan berbagai modul dasar pembelajaran bahasa Madura mulai dari parcakapan, okara samporna ta’ samporna, carakan, dll. dapat dipelajari kapanpun dan dimanapun siswa berada. Aplikasi E-learning dengan metode Personalized E-Learning System merupakan metode pembelajaran modern yang dapat mengetahui kemampuan siswa dengan beberapa soal random dan inputan tingkat kesulitan dari siswa, dengan adanya pembelajaran elektronik siswa dengan mudah dapat mempelajari modul yang ada sesuai tingkat ability masing masing. Dari penelitian yang telah dilakukan mendapatkan kenaikan minat belajar siswa yang sangat siknifikan, tingkat kemampuan siswa terus bertambah dengan hasil ujian pretest dan posttest yang baik. "
108,PENGEMBANGAN APLIKASI PEMBELAJARAN ANAK USIA DINI MENGGUNAKAN QUALITY FUNCTION DEPLOYMENT,"Pesatnya perkembangan teknologi saat ini telah berpengaruh dan berdampak positif bagi kehidupan manusia. Dengan pemanfaatan teknologi pula, pengembangan pengetahuan menjadi menarik khususnya bagi dunia pendidikan. Saat ini sistem pendidikan tidak terlepas dari sistem informasi dan komunikasi yang berkembang dengan pesat serta mempengaruhi kehidupan masyarakat, terutama pada dunia pendidikan. Sudah banyak sistem pembelajaran yang dibangun untuk menunjang proses belajar mengajar didunia pendidikan dengan tujuan meningkatkan mutu pendidikan selangkah lebih maju seiring dengan kemajuan teknologi. Multimedia interaktif merupakan suatu aplikasi pembelajaran yang digunakan untuk menyalurkan pesan pembelajaran berupa pengetahuan, keterampilan dan sikap yang dirancang agar siswa dapat belajar aktif dan terkendali. Adanya multimedia pembelajaran interaktif dapat membantu guru untuk mendesain pembelajaran secara kreatif. Dengan desain pembelajaran yang kreatif  maka proses pembelajaran menjadi inovatif, menarik, efektif dan lebih interaktif. Pengembang aplikasi pembelajaran  menggunakan Quality Function Deployment merupakan pengembangan aplikasi pembelajaran yang digunakan dalam mendesain konten pembelajaran berupa media interaktif yang sesuai dengan keinginan dari guru pengajar. Digunakan pengisian matriks Quality Function Deployment (QFD) untuk mengkorelasikan antara keinginan guru terhadap elemen desain. Dari hasil pengisian matriks QFD diperoleh model perancangan aplikasi pembelajaran untuk anak usia dini berdasarkan keinginan guru. Dari hasil uji coba dilakukan kesesuaian hasil aplikasi dengan Quality Function Deployment kepada guru pengajar dan didapatkan hasil prosentase sangat sesuai 46,353%, sesuai 47,112%, cukup sesuai 6,383%, kurang sesuai 0,152%, dan tidak sesuai 0%."
109,SISTEM PEROLEHAN CITRA BERBASIS ISI MENGGUNAKAN FITUR COLOR AUTOCORRELOGRAM PADA HSV COLOR SPACE UNTUK CITRA BATIK,"Sistem Perolehan Citra Berbasis Isi (SPCI) adalah sebuah teknik pencarian citra menggunakan isi visual, untuk mencari citra pada basis data citra sesuai dengan permintaan pengguna dalam suatu bentuk citra query. Fitur yang terkait isi visual seperti bentuk, warna, dan tekstur adalah fitur utama sebuah citra. Dalam penelitian ini sistem dibangun dengan memanfaatkan fitur warna. Fitur berdasarkan warna merupakan atribut yang paling dominan dalam sebuah citra terutama citra batik. Warna adalah fitur visual yang paling melekat pada indera manusia. Color Autocorrelogram digunakan sebagai ekstraksi fitur warna dari komponen hue dari citra dalam ruang warna HSV. Setelah didapat fitur vektor Autocorrelogram, selanjutnya dilakukan proses pencocokan citra antara citra query dan citra basis data dengan menggunakan Histogram Intersection Distance. Data yang digunakan dalam penelitian ini adalah citra batik dari delapan kelas yang berbeda, yaitu batik Bali, batik Bangkalan, batik Cirebon, batik Jogja, batik Pamekasan, batik Pekalongan, batik Solo, dan batik Sumenep. Setiap kelas terdapat sebanyak 25 citra. Hasil eksperimen dari tiga skenario adalah precision tertinggi pada skenario ke tiga dengan akurasi perolehan sebesar 70%. Hal ini dikarenakan semakin besar rentang nilai kemiripan yang ditampilkan maka semakin banyak citra relevan yang ter-retrieve."
110,"Penerapan Exponential Smoothing Berbasis Ordinary Least Square Berdasarkan Ordered Weighted Aggregation  Untuk Peramalan Persediaan Ikan Teri
Di  PT. Madura Prima Interna
","Peramalan sangat penting bagi sebuah perusahaan untuk merumuskan srategi di masa yang akan datang. PT. Madura Prima Interna adalah perusahaan yang bergerak di bidang eksportir ikan teri. Setiap harinya dibutuhkan ikan teri dari beberapa supplier. Untuk mengetahui kebutuhan persediaan terhadap ikan teri maka dibutuhkan sistem peramalan agar permintaan pasar dapat terpenuhi. Penggunaan Exponential Smoothing berbasis Ordinary Least Square (OLS) dan berdasarkan Ordered Weighted Aggregation (OWA) karena memberikan prioritas tinggi terhadap observasi baru dan  diharapkan akan mendapatkan hasil ramalan yang lebih bagus dengan nilai error kecil. Hasil ujicoba menggunakan data pembelian  periode 2010 dengan parameter bebas 0.1 sampai dengan 0.9 . Hasil parameter optimal adalah 0.45 dengan tingkat kesalahan 0.067. Dari hasil analisa yang paling bagus yaitu menggunakan parameter alpha 0.45, karena nilai errornya lebih kecil, 

"
