index,title,abstract_cleaned 
137,SISTEM PENGENALAN WAJAH BERBASIS WINDOWS PHONE MENGGUNAKAN METODE PRINCIPAL COMPONENT ANALYSIS DAN EUCLIDEAN DISTANCE,kembang mobile phone akhirakhir makin tingkat handphone hanya jadi alat komunikasi namun jadi buah perangkat cerdas mampu tangan bagai butuh manusia cara cepat tepat salah satu kenal wajah face recognition teknik nali orang dasar citra wajah orang kembang teknologi face recognition rupa salah satu teliti sangat popular saat utama bidang computer vision biometrik hasil teliti sudah banyak manfaat bidang aman maupun bidang perintah lacak kriminal maupun teroris tugas akhir tuju implementasi metode pca integrasi klasifikasi bas similarity measure metode euclidean distance sistem bangun device windows phone teliti ini data citra akan guna bagai data training testing untuk proses uji coba sistem telah buat guna metode ekstraksi fitur pca hitung jarak euclidean distance tiga skenario uji telah laku teliti ini hasil tingkat akurasi besar cepat komputasi ratarata detik
138,Pengenalan Pola Mata dan Hidung untuk Penentuan Jender Menggunakan Gray Level Run Lenght Matrix,erti jenis kelamin rupa suatu akibat dimorfisme seksual laku teliti jepang burung gagak beda jenis kelamin buah individu salah satu bentuk terap jenis kelamin jender tahu bentuk mata hidung orang bentuk mata hidung sebut nali komputer simpan database teliti tugas akhir tahap tahap pertama hitung ekstraksi fitur mata hidung gray level run length matrix hasil pola mata hidung tahap hitung jarak mirip euclidean distance makin rendah nilai jarak suatu citra makin tinggi tingkat mirip teliti tugas akhir laku uji coba gambar mata hidung database jadi kelas laki laki perempuan laku ekstraksi fitur gray level run length matrix hasil ekstraksi fitur akan laku ukur jarak mirip metode euclidean distance dapat nilai hasil ukur jarak mirip hadap dua kelas nilai sebut akan rata rata dapat hasil ingin hasil uji coba banding rata rata nilai hasil ukur euclidean distance akurasi besar data uji coba dengan jumlah citra tampil adalah
139,Berhitung Mudah dengan Jarimatika Berbasis Multimedia,terampil hitung salah satu ketrampilan dasar perlu asai anak penting ketrampilan hitung sehingga orang tua cara sadar maupun seringkali paksa anak segera kuasa hitung baik semangat orang tua dorong anak pandai hitung acap kali kemudian jadi kurang proporsional orang tua mulai panik kalau anak nila lambat kuasa ketrampilan hitung bila orang tua lihat anakanak baya banyak kuasa ketrampilan hitung baik panik kembang jadi jengkel marah bagai jarimatika rupa salah satu cara laku operasi hitung kita laku latih hitung cara berulangulang bersamadengan anakanak perlu kuatir anak kuasa ketrampilan baik jarimatika milik beberapa lebih jarimatika beri visualisasi proses hitung buat anak mudah laku gera jarijari tangan tarik minat anak jarimatika relatif berat memori otak alat perlu beli akan pernah tinggal lupa mana simpan bagai hasil uji coba aplikasi tulis laku kuisioner hasil dari siswa lingkung sdn mlajah bangkal mampu hitung tambah baik banding dengan belum guna aplikasi jarimatika
140,Rancang Bangun Aplikasi SCM disertai peramalan Bahan Produksi menggunakan Metode Radial Basis Function Network,butuh bahan garam pt elitestar primajaya hal utama lama usaha andal inventori stok gudang penuh butuh produksi buat aplikasi upa sms gateway beri informasi butuh produksi garam tani itu ada sms gateway tani garam pasok harap mampu tingkat butuh garam masuk jual usaha tetap sms gateway beri info kena sedia garam jadi langgan sms pasok amal metode amal metode radial basis function rbf hidden node kmeans cluster metode rupa salah satu metode ajar baru jaring syaraf tiru milik tingkat akurasi baik banding metode konvensional hal pengaruh performa desain buat dengan manfaat metode dapat akurat dasar nilai mape mean absolute percentage error mse mean square error sedang metode kmeans guna karena tepat tentu nilai centroid yang akurat mudah tentu awal cara random hasil uji sistem hasil cluster dengan nilai mape mse hasil amal periode ikut besar ton
141,Rancang Bangun Sistem Pemilihan Supplier Menggunakan Metode Fuzzy - Data Envelopment Analysis (F-DEA),beri layan baik rupa hasil akhir dapat ukur tingkat hasil suatu usaha distribusi milik peran penting dukung hasil usaha hasil performansi baik pilih supplier ukur performansi supplier hal penting harus laku usaha optimal biaya waktu produksi teliti laku pt pal indonesia ambil objek kapal patroli cepat kpc masalah teliti tentu supplier baik dasar banyak kriteria metode fuzzy laku nilai hadap kriteria milik supplier sedang nilai efisiensi metode data envelopment analysis dea fuzzy data envelopment analysis rupa kembang metode dea standar hasil olah analisa data simpul supplier efisien turut kriteria copper pipe myeong s elektroda pt thermadine supplier kayu pt gotong royong supplier untuk kabel adalah js cable
142,Pemetaan Kesesuaian Lahan Untuk Budidaya Tanaman Pangan Menggunakan Naive Bayes Berbasis GIS,tahan pangan nasional arti bagai mampu negara penuh cukup pangan seluruh duduk karena upaya tingkat tahan pangan rupa salah satu program pokok prioritas capai produksi penuh butuh nasional sesuai lahan tanam tani dasar rupa cermin sesuai kondisi fisik lahan hadap sangkut tahu data sesuai lahan data produksi produktivitas tani daerah menemukenali selaras kondisi lahan mampu produksi hal maka buat sistem dukung putus spk tanam sesuai ada lahan tiap daerah spk guna na ve bayes hasil tiap tiap lahan sebut lalu proses na ve bayes belum lalu proses ajar lebih belum program guna laku klasifikasi lalu uji banding data hasil hasil prosentase akurat data prediksi sama nama tanam sistem kemudian proses identifikasi lokasi lahan kemudian dapat representasi jadi geografic information system yang ambil peta dari google maps
143,Pengenalan Komponen Motor Otomotif Berbasis Role Playing Game (RPG) Dengan Algoritma Simple Rules,tugas akhir tulis terap konsep game edukasi bas rpg role playing game tema kenal komponen motor otomotif bas rpg algoritma simple rules game rancang khusus tuju utama materi edukasi saji bentuk skenario game tualang game tuju siswa sekolah tengah juru teknik otomotif kelas x harap game bisa jadi alternatif media ajar siswa siswa tarik lebih mudah paham tulis software desain game nama game maker engine game main perangkat komputer hasil kuesioner ambil persentase responden banyak nyata respon cukup baik persentase tingkat sulit main banyak kata mudah tingkat hasil jadi media ajar banyak kata hasil tingkat suka main game banyak kata suka hasil materi ajar game banyak kata hasil tingkat efektifitas fitur game bantu main game banyak kata bantu pengaruh game motivasi ajar komponen motor otomotif banyak kata motivasi jadi kata game sudah hasil
144,Analisis Dampak Penerapan Metode Diskretisasi Data terhadap Performa Diagnosis Penyakit Liver Berbasis K-Nearest Neighbor,akurasi faktor penting harus timbang pilih metode klasifikasi data makin tinggi akurasi suatu metode klasifikasi data makin layak metode sebut terap kasus diagnosis sakit liver metode knearest neighbor knn tunjuk akurasi tinggi sisi beberapa teliti tunjuk terap diskretisasi bas entropy bagai metode preprocessing mampu tingkat akurasi klasifikasi data bangun buah hipotesis terap diskretisasi bas entropy mampu tingkat akurasi klasifikasi data kasus diagnosis sakit liver teliti diskretisasi bas entropy terap bagai metode preprocessing sedang knn bagai metode klasifikasi klasifikasi laku hadap data set awal data set telah lalu proses diskretisasi bas entropy kemudian akurasi hasil klasifikasi hadap data set awal banding akurasi hasil klasifikasi hadap data set terdiskretisasi seluruh skenario uji coba telah laku lihat akurasi klasifikasi data set terdiskretisasi lebih tinggi akurasi klasifikasi data set awal ini jadi seluruh nilai k uji karena simpul terap diskretisasi bas entropy tingkat akurasi diagnosis sakit liver bas knn tingkat akurasi oleh kisar hingga
145,DESAIN SISTEM E-VOTING PEMILIHAN REKTOR MENGGUNAKAN BLIND SIGNATURE,pilih rektor rupa agenda rutin laksana lima tahun sekali universitas trunojoyo tentu rektor periode ikut pilih rektor laku cara manual kendala hadap jadi curang tidak efisien teliti rancang protokol simulasi sistem evoting pilih rektor fungsifungsi sistem sesuai skema evoting harus penuh beberapa kriteria eligibility unreusability anonymity accuracy fairness vote and go public verifiability protokol akan sistem daftar pilih validasi pilih sistem pilih sistem hitung suara jaga rahasia pilih pilih sistem evoting algoritma blind signature hasil teliti adalah buah sistem evoting bas web guna otentikasi finger print untuk cegah jadi pilih kolektif hasil teliti ini dasar kusioner puas guna sebar responden simpul baik tunjuk evoting cepat proses hitung suara meminimalisir salah hitung yang dapat jadi laku cara manual manusia kata kunci evoting fingerprint web pilih umum blind signature
146,"SIMULASI LAMPU LALU LINTAS PADA SEBUAH PERSIMPANGAN JALAN DENGAN MEMANFAATKAN CITRA CCTV MENGGUNAKAN GABOR FILTER DAN FUZZY LOGIC

",macet lalu lintas rupa masalah hampir jadi seluruh negara muncul masalah baru tentu lama nyala lampu lalu lintas cctv rupa alat monitoring cukup popular akhirakhir akan cctv batas monitoring cara manual proses otomatisasi atur lalu lintas dasar gambar hasil cctv butuh sistem manfaat gambar ambil cctv simpang jalan atur lalu lintas proses kenal obyek citra cctv tahap utama simulasi lalu lintas identifikasi jalan metode gabor filter tahu padat jalan lanjut tentu cycle time metode mamdani variabel fuzzy jalan waktu hari uji coba skenario variabel waktu pukul variabel hari senin variabel jalan cycle time pendek hasil nyala lampu detik arti tingkat ramai capai uji coba skenario guna variabel waktu pukul variabel hari selasa variabel ada jalan dengan cycle time pendek hasil nyala lampu detik arti tingkat ramai capai
147,Implementasi Jena dan SPARQL untuk Optimalisasi Pencarian pada Semantik Web,search engine mekanisme temu balik informasi hasil belum optimal proses cari laku cocok query kata konten bobot hitung relasi proses cari klasik pakai acu dokumen hypertext struktur masih upa bahasa alami beberapa masalah sebut proses cari tidak akurat sesuai kata kunci masuk jawab masalah sebut kembang buah sistem sebut web semantik mekanisme web semantik proses cari dokumen sudah struktur milik mampu beri tahu mesin resource description framework rdf teliti telah buat buah prototype mesin cari bas web semantik teknologi web semantik guna teliti fokus buat dokumen rdf deskripsi metadata jadi buah resource milik susun semantik subjekpredikatobjek guna sparql ambil modul arq jena library mekanisme cari teliti ini telah hasil dokumen rdf domain detikinetcom bagai sumber cari valid sesuai struktur rdf standar dokumen rdf wc hasil prototype mesin cari optimalisasi jena sparql hasil nilai ratarata precission recall fmeasure
148,SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI JURUSAN DENGAN MENGGUNAKAN METODE AHP DAN SAW,agam jurus ada smkn budur sidoarjo jasa boga busana butik akomodasi hotel cantik rambut seringkali buat sulit calon siswa pilih jurus sesuai bakat minat akibat sedikit mereka kurang mampu ikut ajar sedang kriteria butuh lain tampil komunikasi tahu umum bakat minat butuh suatu sistem dukung putus mampu hitung hitung nilai mampu minat milik siswa bantu jurus tepat teliti implementasi metode analytical hierarchy process ahp simple additive weighting saw metode ahp selesai putus kompleks struktur alternatif kerangka hierarki hierarki definisi bagai suatu representasi buah masalah komplekdalam suatu struktur multi level mana level pertama tuju goal ikut level faktor kriteria atributes subkriteria subatributes alternatif sedang metode saw kenal metode jumlah bobot konsep dasar metode saw cari jumlah bobot rating kerja tiap alternatifpada semua atribut sistem dapat bantu calon didik dalam rekomendasi jurus sesuai mampu minat siswa tingkat sesuai kata kunci sistem dukung putus ahp saw rekomendasi jurus
149,PENGENALAN WAJAH MENGGUNAKAN EKSTRAKSI FITUR DIAGONAL PRINCIPAL COMPONENT ANALYSIS (DIAPCA),umum maju teknologi deteksi wajah bukan baru kenal wajah rupa pattern recognition salah satu bentuk terap kenal wajah yaitu beda wajah antar satu orang lainpada teliti akan buat sistem kenal wajah ekstraksi fitur diagonal principal component analysis diapca tentu karakteristik wajah itu laku ukur mirip data latih training data uji coba testing metode klasifikasi euclidean distance lalu proses citra wajah dapat tahu identitas orang alas ekstraksi fitur diapca tugas akhir karena diapca ubah citra wajah asli jadi citra wajah diagonal madu informasi baris kolom citra asli temu beberapa blok yang struktur informasi yang aku citra asli misal struktur daerah mata hidung lainlain dari ujicoba aplikasi guna klasifikasi euclidean distance akurasi kenal baik basis data orl yale bern masingmasing tiga pada skenario urut d kata kunci diagonal principal component analysis diapca kenal wajah euclidean distance
150,IMPLEMENTASI ALGORITMA ENKRIPSI AES UNTUK APLIKASI SMS BERBASIS SISTEM OPERASI GOOGLE ANDROID,kirim informasi short message service sms rupa hal butuh masa modern layan sms milik rentan aman data lemah layan sms salah satu standard pengkodingan universal sms bangun sistem bahasa program jenis bahasa program hardware komputer ponsel terjemah semua data frekuensi buka jamin aman rahasia informasi kirim laku proses enkripsi dekripsi hadap informasi akan kirim enkripsi laku saat kirim cara konversi informasi asli jadi informasi sedang dekripsi laku pada saat terima cara konversi informasi jadi informasi asli jadi informasi kirim lama proses kirim data informasi sehingga informasi asli dapat tahu pihak penting informasi asli dapat tahu terima kunci rahasia sample hasil uji sistem di oleh akurasi plaintext key valid bit hasil output chipertext plaintext sama guna plaintext key tidak valid hasil output chipertext plaintext yang beda guna metode advanced encryption standard
151,"PEMANFAATAN SISTEM INFORMASI GEOGRAFIS UNTUK MEMPREDIKSI LAJU EROSI

LAHAN PADA DAERAH ALIRAN

SUNGAI DENGAN METODE

USLE",erosi tanah rupa jadi alami bumi akan karena pengaruh manusia jadi erosi jadi lebih besar ada alami erosi rupa salah satu rusa tanah besar indonesia erosi megakibatkan longsor turun subur tanah sedimentasi bagai lihat kondisi demikian perlu suatu teknologi bisa prediksi daerah rentan hadap bahaya erosi manfaat sistem informasi geografis sig guna metode universal soil loss equation usle guna prediksi besar erosi tanah jadi beberapa variabel guna metode adalah erosivitas hujan erosibilitas tanah panjang miring lereng kelola tanam konservasi tanah teliti akan buah peta tunjuk ada erosi tanah daerah alir sungai das bengawan solo bas sistem informasi geografis guna bagai alat tahu monitor daerah rentan hadap erosi dapat manfaat untuk kendali tanggulang erosi tanah daerah alir sungai sebut
152,Sistem Peramalan Jumlah Balita Gizi Buruk Menggunakan Metode Backpropagation With Error Modification,sistem data kena balita derita gizi buruk dinas sehat bangkal laku cara manual prediksi berapa jumlah balita derita gizi buruk masa akan datang dinas sebut butuh suatu sistem amal mampu prediksi jumlah balita derita gizi buruk dapat laku antisipasi ambil putus lebih efektif efisien tanggulang kasus sebut bangun sistem amal sebut metode backpropagation metode backpropagation dapat nilai error kecil butuh proses latih bobot cukup lama kurang efisien hadap waktu atas sebut kembang metode backpropagation with error modification hitung nilai error modifikasi beri sedikit fungsi baru metode backpropagation hasil mse parameter hidden layer banyak iterasi banyak momentum nilai learning rate nilai toleransi error sedang metode backpropagation with error modification hasil mse parameter hidden layer banyak iterasi banyak momentum nilai learning rate nilai toleransi error dasar hasil mse metode sebut metode backpropagation with error modification tunjuk performa lebih baik banding metode backpropagation belum
153,"Rancang Bangun Perangkat Lunak Pencarian Jalur Terpendek Untuk Perjalanan Wisata Dengan Metode Algoritma Dijkstra

(Studi Kasus : Kota Surabaya)

",wisata rupa cara orang hilang jenuh hadap rutinitas seharihari tambah tahu banyak jalan raya saat terkadang sulit orang pilih jalan punya jarak paling minimum pengaruh besar biaya keluar itu perlu suatu sistem informasi mampu temu jalur minimum hemat waktu hitung jarak cepat kendara sistem buat metode algoritma dijkstra bas web gambar jalur lalu guna google maps hasil lebih akurat tuju ingin capai hasil sesuai ingin aplikasi banding jalur biasa lalu biro jalan wisata travel cara isi kuesioner uji sistem hasil uji coba laku ambil simpul metode algoritma dijkstra dapat guna proses cari jalur minimum lebih satu tuju lima skenario uji coba di uji dua travel ada satu rute yang beda di tiap travel
154,Sistem Peramalan Penjualan Menggunakan Metode Jaringan Syaraf Tiruan Dengan Algoritma Backpropagation,produk olahraga rupa salah satu penting organorgan orang atlit tingkat jumlah jual produk tidak duga sulit layan baik konsumen juga balik apabila jadi turun jumlah jual produkmaka sebab inventorydi gudang karena perlu sistem amal mampu ramal jual produk periode ikut sistem amal metode jaring syaraf tiru algoritma backpropagation momentum ramal jumlah jual produk bulan ikut data telah simpan hitung epoh learning rate beda hasil uji coba system dapat simpul guna semua data bagai data training guna learning rate dengan epoh hasil tingkat salah hasil tunjuk hasil baik beberapa skenario ujicoba sistem namum tunjuk hasil baik skenario lain dengan tingkat epoch dapat hasil lebih baik kata kunci amal jaring syaraf tiru backpropagation momentum jual produk olahraga
155,"PENERAPAN EKSTRAKSI INFOMASI SIMPLE TREE MATCHING (STM) PADA WEB CRAWLER BAHASA INDONESIA

",web crawler salah satu penting search engine web crawler tugas ambil informasi laman web kunjung konten khusus bahasa indonesia di desain implementasi penelitan oleh arifin hasil teliti oleh web crawler mampu himpun website bahasa indonesia data uji coba url website bahasa indonesia website bahasa asing data simpan web crawler sebut optimal di konten simpan dapat beberapa bukan buah informasi kurang ambil konten sebut coba baik teliti ekstraksi informasiweb data extraction bas cocok pohon guna metode simple tree matchingstm ekstraksi informasi buah cara komputer ambil informasi suatu website simple tree matching buah metode ekstraksi informasi laku cocok tree website proses ekstraksi web crawler metode stm laku ujicoba website data teliti dapat hasil konten yang lebih bersih implementasi dapat simpul simple tree matching mampu sempurna laku ekstraksi informasi pada web crawler dengan ratarata nilai precision dan recall
156,PENGELOMPOKAN TINGKAT KESEHATAN MASYARAKAT KABUPATEN BANGKALAN MENGGUNAKAN METODE FUZZY C-MEANS BERBASIS SIG,sistem informasi sehat rupa suatu kelola informasi seluruh tingkat perintah cara sistematis rangka penyelengggaraan layan masyarakat teliti laku kembang model sistem informasi kelompok tingkat sehat masyarakat dasar sistem informasi geografis gis dukung rencana tingkat sehat kabupaten bangkal laku maping kelompok tingkat sehat masyarakat beberapa cluster informasi saji lebih mudah paham lebih informatif teliti teknik clustering kelompok datadata camat beberapa latar belakang camat milik atributatribut cluster jadi cluster metode fuzzy cmeans fcm kelompok tingkat sehat masyarakat guna metode fuzzy cmeans fcm mengkatagorikan tingkat sehat masyarakat kriteriakriteria sehat masyarakat milik nilai tidak oleh itu kelompok tingkat sehat masyarakat dalam beberapa cluster perlu ada analisa lebih lanjut cluster sebut untuk dapat hasil lebih sesuai data telah olah sebut saji dalam bentuk peta daerah gradasi warna sesuai wilayah
157,IMPLEMENTASI PENJUALAN LAPTOP DENGAN SISTEM REKOMENDASI BERBASIS FUZZY ANALYTIC NETWORK PROCESS (FANP),giat laku toko surya transaksi jual barang beli laptop banyak jenis merek pihak toko sering bantu pilih laptop beli sesuai ingin selesai masalah atas teliti laku dekat fuzzy analytical network process fanp pilih laptop sesuai beli fuzzy tuju akomodasi sifat samar ambil putus beri timbang atas ketidakpastian kriteriakriteria kualitatif metode fanp dapat guna selesai masalah ambil putus dapat hubung saling pengaruh antar kriteria suatu level kriteria yang dapat di pilih harga layar processor kapasitas memori type memori harddisk bluetooth webcam
158,Rancang Bangun Sistem Pencarian Terdistribusi Pada E-jurnal Berbasis WeB Service Menggunakan Rest,era modern butuh internet makin tinggi ikut kembang zaman masih banyak akurat data ejurnal sesuai keyword diinputkan user indikasi perlu suatu cari distribusi ejurnal bagai sarana mudah cari itu kembang sistem cari bas web service representational state transfer rest optimal layan butuh web service rupa suatu sistem sedia layan upa xml guna aplikasi sistem distribusi cara heterogen baik sistem operasi model object web service definisi suatu fungsi akses aplikasi lain lalu internet guna protokolprotokol yang jadi standart internet dasar hasil uji sistem nilai minimal cosine similarity baik treshold nilai presentase ratarata precision nilai presentase ratarata recall nya capai nilai ratarata presentase fmeasure nya hasil uji efektifitas sistem masyarakat kata aplikasi sangat bantu cukup baik terima user presentase sangat baik baik cukup baik
159,SistemRekomendasi Kelayakan Kredit kepemilikan sepedaMotordenganMenggunakan MetodeFuzzy Analytical Hierarchy Process (FAHP) dan Multi-Attribute Utility Theory (MAUT),banyak masyarakat ingin milik sepeda motor tidak milik dana cukup beli sepeda motor cara tunai akan sangat butuh suatu cara milik sepeda motor sistem bayar cara kredit dealer yamaha trisakti motor bangkal bukan jual produk cara caskontan mereka gerak bidang asuransi tuju bagai salah satu fokus bisnis bidang sektor otomotif berninat laku beri kredit sepeda motor konsumen lalu manfaat dana bagi laba usaha padapenelitian akan angkat suatu kasus cari alternative baik dasar kriteria kriteria telah dekat metode fuzzy analytic hierarchy process fahp metode pilih ambil putus dengan timbang beberapa alternative criteria situasi sifat fuzzy rangking hasil bobot metode fahp metode multiattribute utility theory maut rangking lalu banding pasang alternative kriteria sesuai tentu layak kredit sepeda motor sistem guna bahasa pemrograman php aplikasi basis data guna padasistem informasi adalah mysql dengan ada aplikasi harap atas kurang ada aplikasi khusus dalam mudah ubah isi halaman website cara dinamis
160,Desain game komputer adaptive testing untuk mempelajari matematika berbasis rpg,kembang industri games makin cepat tuju kembang tidak untuk hibur semata banyak anakanak pikir kalau ajar matematika
161,"SISTEM PENDUKUNG KEPUTUSAN PENERIMAAN MAHASISWA BARU di STKIP PGRI BANGKALAN

MENGGUNAKAN DECISION TREE C4.5",banyak calon mahasiswa baru daftar bagai mahasiswa stkip pgri bangkal buat panitia terima mahasiswa baru sulit lulus terima jadi mahasiswa stkip pgri bangkal putus ambil cara konvensional lama rasa kurang efektif tentu terima mahasiswa baru butuh suatu sistem dapat beri suatu timbang ambil putus hal terima mahasiswa baru waktu butuh tentu terima mahasiswa baru lebih efektif hasil maksimal tentu adapun nilai calon mahasiswa baru dasar beberapa kriteria lain nilai uji nasional nilai tes masuk stkip pgri bangkal dapat orang tua butuh perangkat lunak dukung putus ambil putus terima mahsiswa baru dukung kerja panitia terima mahasiswa baru metode ambil putus tepat hal adalah algoritma decision tree c perangkat lunak yang bangun tuju bantu ambil putus pecah masalah multikriteria kasus terima mahasiswa baru stkip pgri bangkal bangkal madura dasar analisa teliti oleh hasil banyak mahasiswa baru nyata lulus nilai unas mahasiswa nyata lulus dengan hitung nilai uji masuk mahasiswa nyata lulus atribut nilai uji masuk
162,SISTEM PENDUKUNG KEPUTUSAN PENENTUAN BANTUAN STIMULAN PERUMAHAN SWADAYA MENGGUNAKAN METODE SMARTER,kembang zaman era globalisasi nyata lepas besar masyarakat indonesia lepas masalah miskin kait rumah mukim rupa hak dasar tiap warga negara indonesia dukung penuh butuh rtlh kemenpera lalu deputi bidang rumah milik program bantu stimulan rumah swadaya bsps masyarakat hasil rendah tugas akhir perlu suatu sistem bantu bantu rtlh masyarakat benarbenar mampu system dukung putus metode smarter mampu menganalisa kriteria akhir dapat tentu duduk mana lebih layak terima bsps tetapi metode smarter punya buah lemah tentu bobot criteria dapat rubah hasil hitung upa rangking metode smarter sebut kemudian peta sistem informasi geografis sig saji data duduk guna google maps dapat bantu tentu letak posisi rumah duduk hasil rangking layak terima bsps hasil meta tampak masingmasing prioritas rangking sebut pada hasil teliti telah laku tentu bsps system milik tingkat sesuai besar banding data real tahun kata kuncibsps miskin sistem dukung putus spk smarter sistem informasi geografis sig
163,Aplikasi Multimedia Pengenalan Sandi Bendera Semaphore Pramuka Berbasis Game Android,visualisasi animasi meberikan informasi lebih interaktif tarik teliti laku manfaat teknologi mobile smartphone android kenal materi gera pramuka khusus gera kode bendera semaphore kemas animasi mobile android teliti manfaat adobe air macromedia flash mampu jalan aplikasi platform android aplikasi multimedia kenal semaphore flag signaling pramuka bas os android beri mudah guna paham materi sandi semaphore step by step kenal sandi semaphore bisa lihat cara rurut dapat praktek mana user etik kata textbox cara otomatis animasi gerak tunjuk sandi sandi semaphore telah ketik textbox sebut aplikasi lengkap fitur tanya tes mana telah paham kenal sandi semaphore user juga suguh materi tes tanya gera gera animasi sebut bisa tahu bagaimana paham tentang materi telah saji bentuk mobile android dengan aplikasi dapat mudah anggota pramuka dalam paham materi kode bendera semaphore pramuka kata kunci aplikasi multimedia semaphore flag pramuka os android
164,IMPLEMENTASI LATENT SEMANTIC ANALYSIS UNTUK SISTEM PENILAIAN ESAI OTOMATIS MATA PELAJARAN BIOLOGI,tes rupa prosedur guna nilai tespilihan ganda jawab sedia tes kira jawab apabila kuasa bahan tes lemah dapat atas guna tes esai tes esai punya lemah sulit nilai cara objektif butuh waktu lamadalam teliti buat buah sistem nilai esai otomatis mata ajar biologi sman ploso sistem guna metode latent semantic analysis lsa preprocessing laku kece sinonim hapus stopword stemming ecsp bobot tfidf nilai laku ukur nilai similarity jawab siswa kunci jawab guru deteksi mungkin contek pasang siswa apabila soal punya nilai similarity lebih uji akurat sistem laku cara membandigkan hasil nilai sistem hasil nilai laku guru cara manual sistem dapat bantu guru sman ploso jombang koreksi jawab soal esai mata ajar biologi sistem punya nilai rmse besar nilai rmse paling tinggi soal butuh jawab urut mungkin contek siswa sman ploso pada uji tulang besar kata kuncipenilaian esai latent semantic analysis ecsp tfidf rmse
165,SISTEM PENILAIAN ESAI OTOMATIS PADA E-LEARNING DENGAN ALGORITMA WINNOWING,uji esai rupa evaluasi ajar bentuk soal esai punya jawab lebih variasi banding soal pilih ganda variasi jawab sebut beri sulit sendiri guru nilai jawab sistem nilai esai bangun jadi salah satu solusi dapat cepat mudah proses nilai sistem nilai esai teliti laku ukur sama jawab siswa kunci jawab guru teliti guna algoritma winnowing algoritma winnowingadalah algoritma ukur mirip teks algoritma winnowing hasil fingerprint akan wakil teks jawab hitung mirip sama jaccard coeficient uji laku tahu mampu algoritma winnowing beri nilai esai guna ubah nilai ngram window algoritma winnowing hasil uji menunjukkanpenggunaan nilai ngram window metode winnowing pengaruh sama fingerprint temu makin banyak sama fingerprint temu makin tinggi nilai hasil sistem akurasi nilai sistem tunjuk hasil lebih baik teks jawab milik struktur kalimat jawab sama kunci jawab
166,APLIKASI BELAJAR MENULIS ALPHANUMERIK UNTUK ANAK USIA PRA-SEKOLAH BERBASIS ANDROID,mampu tulis alphanumerik rupa bekal utama anak dapat paham mata ajar beri sekolah salah satu alternatif bantu tingkat minat mampu anak ajar tulis alphanumerik media ajar upa perangkat lunak software teliti tugas akhir adalah buat buah aplikasi saji ajar tulis alphanumerik sengaja kemas bentuk main dapat tingkat minat ajar anak usia prasekolah aplikasi ajar bagi jadi yaitu kenal pola kenal karakter kenal pola buat ikut jalur ada gambar wakil gambar bola bagai dasar tiap sudut alphanumerik garis buat geser jari layar handphone satu titik titik lain hubung tiap sudut alphanumerik cara tulis buat sesuai kaedah tulis alphanumerik ada didik tulis usia dini sedang kenal karakter aplikasi rekam tulis tangan alphanumerik telah buat guna tempat sedia tulis tangan sebut kemudian proses tahap olah citra citra gambar sebut banding database ada aplikasi dengan bantu library tesseract bagai mesin banding hasil uji coba anakanak prasekolah mudah mengoprasikan aplikasi
167,SISTEM PAKAR DIAGNOSA PENYAKIT GAGAL JANTUNG MENGGUNAKAN METODE BAYESIAN NETWORK,sakit gagal jantung bunuh nomer satu negara sedang kembang hal indonesia negaranegara asia umum amerika sakit jantung pernah jadi bunuh nomer satu seluruh dunia jumlah derita sakit terus tambah tiga kategori sakit tidak lepas gaya hidup kurang sehat banyak laku iring ubah pola hidup faktorfaktor picu serang jantung ialah rokok konsumsi makan berkolest erol tinggi kurang gerak malas olahraga stres kurang istirahatseiring maju teknologi buat sistem mendiagnosa penyakitpenyakit sebut sistem akan ganti pakar asli diagnosa sakit dengan sistem nanti harap pasien bisa dapat layan lebih cepat akurat sistem pakar guna metode bayesian network bagai acu metode guna struktur gejala yang saling kait mendiagnosa sakit struktur sebut oleh orang pakar bidang jantung kemudian tentu nilai probabilitas tiap gejala dasar kait gejala dapat semua baru semua nilai banding ambil nilai baik bagai hasil diagnosa aplikasi sistem milik akurasi lebih
168,"PENERAPAN FUZZY DECISION TREE

PADA SELEKSI PENERIMAAN BEASISWA DIPA 

DENGAN ALGORITMA ITERATIVE DICHOTOMIZER 3",beasiswa dipa rupa beri upa bantu uang beri orang tuju langsung didik tempuh ingat besar dana tuju utama upa t tepat sasarantepat jumlahdan tepat waktu butuh buah sistem tetap terima beasiswa teliti terap model fuzzy decision tree fdt seleksi terima beasiswa dipa algoritma id metode pilih beri data lengkap proses hitung laku cari cara seluruh semua mungkin teliti laku model terima beasiswa banyak data mahasiswa ppa bbm data ppa data training threshold hasil akurasi baik ketika data training hasil akurasi sedang data bbm data training guna trheshold hasil akurasi baik ketika data training hasil akurasi hasil oleh gantung pada data threshold guna makin tinggi threshold guna makin banyak rule hasil makin banyak data guna makin rendah hasil akurasi oleh akurasi baik pada guna data threshold hasil akurasi besar ppa untuk bbm kata kunci rule threshold fuzzy decision tree id
